!NGx Ngy
171 121
!  x[cm]	   y[cm]	  Bx[Arb]	By[Arb]		
 7.200000	-1.100000	-0.140677	-0.721519
 7.200000	-1.000000	-0.128713	-0.730384
 7.200000	-0.900000	-0.116716	-0.732333
 7.200000	-0.800000	-0.104689	-0.738577
 7.200000	-0.700000	-0.091436	-0.744622
 7.200000	-0.600000	-0.078708	-0.749870
 7.200000	-0.500000	-0.067877	-0.752224
 7.200000	-0.400000	-0.055909	-0.754080
 7.200000	-0.300000	-0.042182	-0.758772
 7.200000	-0.200000	-0.027396	-0.760937
 7.200000	-0.100000	-0.013863	-0.760166
 7.200000	-0.000000	 0.000145	-0.755786
 7.200000	 0.100000	 0.010383	-0.757281
 7.200000	 0.200000	 0.028323	-0.756548
 7.200000	 0.300000	 0.039377	-0.756807
 7.200000	 0.400000	 0.052451	-0.754024
 7.200000	 0.500000	 0.068181	-0.750987
 7.200000	 0.600000	 0.079030	-0.746005
 7.200000	 0.700000	 0.093013	-0.744076
 7.200000	 0.800000	 0.107292	-0.743546
 7.200000	 0.900000	 0.117868	-0.734133
 7.200000	 1.000000	 0.129093	-0.730854
 7.200000	 1.100000	 0.142678	-0.721526
 7.200000	 1.200000	 0.155361	-0.721179
 7.200000	 1.300000	 0.167454	-0.712039
 7.200000	 1.400000	 0.174933	-0.702540
 7.200000	 1.500000	 0.186900	-0.692176
 7.200000	 1.600000	 0.200544	-0.684504
 7.200000	 1.700000	 0.211673	-0.676321
 7.200000	 1.800000	 0.222723	-0.666861
 7.200000	 1.900000	 0.233320	-0.656222
 7.200000	 2.000000	 0.240977	-0.643179
 7.200000	 2.100000	 0.251564	-0.630178
 7.200000	 2.200000	 0.259418	-0.624570
 7.200000	 2.300000	 0.265189	-0.610577
 7.200000	 2.400000	 0.280349	-0.597189
 7.200000	 2.500000	 0.288613	-0.584744
 7.200000	 2.600000	 0.294433	-0.566795
 7.200000	 2.700000	 0.303669	-0.555677
 7.200000	 2.800000	 0.307334	-0.541057
 7.200000	 2.900000	 0.312177	-0.529472
 7.200000	 3.000000	 0.321658	-0.515707
 7.200000	 3.100000	 0.327120	-0.502281
 7.200000	 3.200000	 0.329121	-0.482437
 7.200000	 3.300000	 0.332962	-0.470241
 7.200000	 3.400000	 0.338251	-0.454668
 7.200000	 3.500000	 0.340732	-0.443639
 7.200000	 3.600000	 0.346314	-0.425590
 7.200000	 3.700000	 0.347993	-0.411558
 7.200000	 3.800000	 0.345007	-0.396389
 7.200000	 3.900000	 0.348546	-0.383304
 7.200000	 4.000000	 0.349219	-0.367152
 7.200000	 4.100000	 0.353423	-0.351842
 7.200000	 4.200000	 0.349898	-0.337461
 7.200000	 4.300000	 0.355515	-0.321988
 7.200000	 4.400000	 0.352897	-0.307581
 7.200000	 4.500000	 0.355760	-0.296980
 7.200000	 4.600000	 0.352801	-0.281078
 7.200000	 4.700000	 0.352437	-0.270759
 7.200000	 4.800000	 0.350683	-0.253713
 7.200000	 4.900000	 0.352310	-0.244051
 7.200000	 5.000000	 0.349925	-0.232920
 7.200000	 5.100000	 0.353354	-0.218449
 7.200000	 5.200000	 0.348645	-0.203533
 7.200000	 5.300000	 0.348939	-0.191065
 7.200000	 5.400000	 0.350172	-0.176923
 7.200000	 5.500000	 0.344553	-0.169629
 7.200000	 5.600000	 0.346441	-0.156885
 7.200000	 5.700000	 0.343239	-0.145259
 7.200000	 5.800000	 0.343866	-0.131516
 7.200000	 5.900000	 0.339225	-0.120533
 7.200000	 6.000000	 0.341051	-0.106893
 7.300000	-6.000000	-0.331418	-0.110825
 7.300000	-5.900000	-0.331104	-0.122882
 7.300000	-5.800000	-0.332437	-0.130894
 7.300000	-5.700000	-0.333953	-0.140992
 7.300000	-5.600000	-0.332461	-0.158214
 7.300000	-5.500000	-0.335292	-0.169959
 7.300000	-5.400000	-0.333572	-0.180456
 7.300000	-5.300000	-0.334069	-0.192853
 7.300000	-5.200000	-0.337666	-0.202930
 7.300000	-5.100000	-0.336336	-0.218324
 7.300000	-5.000000	-0.339939	-0.229083
 7.300000	-4.900000	-0.335934	-0.245398
 7.300000	-4.800000	-0.339169	-0.252812
 7.300000	-4.700000	-0.335210	-0.268787
 7.300000	-4.600000	-0.337645	-0.282681
 7.300000	-4.500000	-0.341215	-0.294158
 7.300000	-4.400000	-0.341633	-0.309248
 7.300000	-4.300000	-0.340171	-0.323559
 7.300000	-4.200000	-0.341195	-0.337066
 7.300000	-4.100000	-0.334204	-0.348140
 7.300000	-4.000000	-0.337891	-0.365726
 7.300000	-3.900000	-0.334661	-0.379241
 7.300000	-3.800000	-0.329544	-0.396376
 7.300000	-3.700000	-0.330379	-0.408643
 7.300000	-3.600000	-0.327228	-0.421775
 7.300000	-3.500000	-0.323033	-0.435429
 7.300000	-3.400000	-0.322093	-0.450981
 7.300000	-3.300000	-0.315508	-0.469214
 7.300000	-3.200000	-0.312284	-0.483347
 7.300000	-3.100000	-0.309616	-0.493950
 7.300000	-3.000000	-0.303431	-0.506951
 7.300000	-2.900000	-0.297498	-0.520918
 7.300000	-2.800000	-0.291354	-0.540783
 7.300000	-2.700000	-0.288350	-0.546732
 7.300000	-2.600000	-0.277134	-0.562362
 7.300000	-2.500000	-0.273530	-0.574363
 7.300000	-2.400000	-0.264268	-0.585995
 7.300000	-2.300000	-0.258625	-0.602688
 7.300000	-2.200000	-0.249676	-0.615136
 7.300000	-2.100000	-0.241209	-0.624078
 7.300000	-2.000000	-0.227942	-0.630728
 7.300000	-1.900000	-0.218798	-0.642591
 7.300000	-1.800000	-0.209778	-0.657294
 7.300000	-1.700000	-0.202982	-0.666004
 7.300000	-1.600000	-0.189559	-0.673401
 7.300000	-1.500000	-0.180695	-0.684251
 7.300000	-1.400000	-0.167177	-0.691360
 7.300000	-1.300000	-0.157706	-0.697996
 7.300000	-1.200000	-0.145848	-0.703002
 7.300000	-1.100000	-0.134259	-0.712918
 7.300000	-1.000000	-0.124704	-0.716194
 7.300000	-0.900000	-0.112412	-0.723431
 7.300000	-0.800000	-0.099801	-0.730002
 7.300000	-0.700000	-0.090373	-0.734278
 7.300000	-0.600000	-0.078269	-0.735502
 7.300000	-0.500000	-0.066168	-0.740548
 7.300000	-0.400000	-0.050971	-0.742305
 7.300000	-0.300000	-0.038248	-0.743750
 7.300000	-0.200000	-0.023859	-0.745874
 7.300000	-0.100000	-0.014028	-0.744576
 7.300000	-0.000000	-0.001463	-0.747178
 7.300000	 0.100000	 0.010623	-0.745878
 7.300000	 0.200000	 0.027893	-0.744740
 7.300000	 0.300000	 0.040068	-0.744681
 7.300000	 0.400000	 0.052473	-0.740857
 7.300000	 0.500000	 0.062275	-0.738500
 7.300000	 0.600000	 0.074133	-0.737992
 7.300000	 0.700000	 0.086279	-0.733671
 7.300000	 0.800000	 0.098734	-0.730646
 7.300000	 0.900000	 0.110641	-0.725376
 7.300000	 1.000000	 0.122352	-0.717176
 7.300000	 1.100000	 0.134741	-0.712529
 7.300000	 1.200000	 0.148374	-0.706984
 7.300000	 1.300000	 0.157559	-0.699115
 7.300000	 1.400000	 0.169759	-0.688601
 7.300000	 1.500000	 0.179476	-0.682244
 7.300000	 1.600000	 0.191566	-0.673264
 7.300000	 1.700000	 0.204038	-0.665416
 7.300000	 1.800000	 0.212609	-0.654263
 7.300000	 1.900000	 0.221418	-0.645989
 7.300000	 2.000000	 0.234445	-0.634103
 7.300000	 2.100000	 0.236341	-0.623522
 7.300000	 2.200000	 0.247221	-0.610633
 7.300000	 2.300000	 0.256943	-0.599218
 7.300000	 2.400000	 0.262632	-0.587344
 7.300000	 2.500000	 0.271146	-0.576221
 7.300000	 2.600000	 0.281380	-0.560612
 7.300000	 2.700000	 0.286060	-0.549808
 7.300000	 2.800000	 0.295131	-0.536992
 7.300000	 2.900000	 0.298099	-0.524002
 7.300000	 3.000000	 0.303537	-0.508234
 7.300000	 3.100000	 0.308351	-0.494450
 7.300000	 3.200000	 0.314208	-0.479238
 7.300000	 3.300000	 0.321140	-0.464631
 7.300000	 3.400000	 0.321209	-0.454879
 7.300000	 3.500000	 0.324571	-0.438434
 7.300000	 3.600000	 0.330563	-0.425101
 7.300000	 3.700000	 0.331648	-0.410570
 7.300000	 3.800000	 0.332417	-0.394514
 7.300000	 3.900000	 0.329760	-0.380710
 7.300000	 4.000000	 0.335525	-0.362514
 7.300000	 4.100000	 0.337627	-0.348774
 7.300000	 4.200000	 0.337296	-0.336848
 7.300000	 4.300000	 0.337415	-0.320219
 7.300000	 4.400000	 0.339102	-0.311909
 7.300000	 4.500000	 0.338990	-0.293860
 7.300000	 4.600000	 0.339506	-0.282071
 7.300000	 4.700000	 0.339278	-0.267552
 7.300000	 4.800000	 0.339498	-0.257479
 7.300000	 4.900000	 0.340839	-0.244104
 7.300000	 5.000000	 0.336726	-0.228937
 7.300000	 5.100000	 0.336902	-0.214746
 7.300000	 5.200000	 0.335171	-0.205445
 7.300000	 5.300000	 0.336906	-0.192151
 7.300000	 5.400000	 0.332871	-0.180261
 7.300000	 5.500000	 0.333974	-0.166750
 7.300000	 5.600000	 0.334012	-0.155486
 7.300000	 5.700000	 0.331707	-0.141046
 7.300000	 5.800000	 0.334365	-0.132181
 7.300000	 5.900000	 0.330827	-0.120318
 7.300000	 6.000000	 0.332064	-0.110000
 7.400000	-6.000000	-0.320289	-0.110715
 7.400000	-5.900000	-0.317323	-0.123616
 7.400000	-5.800000	-0.318221	-0.132973
 7.400000	-5.700000	-0.321973	-0.144980
 7.400000	-5.600000	-0.322854	-0.157417
 7.400000	-5.500000	-0.324609	-0.168007
 7.400000	-5.400000	-0.323920	-0.182855
 7.400000	-5.300000	-0.321447	-0.193268
 7.400000	-5.200000	-0.323830	-0.208736
 7.400000	-5.100000	-0.323723	-0.218269
 7.400000	-5.000000	-0.326221	-0.230885
 7.400000	-4.900000	-0.328352	-0.242734
 7.400000	-4.800000	-0.326686	-0.257144
 7.400000	-4.700000	-0.327352	-0.266833
 7.400000	-4.600000	-0.328794	-0.280234
 7.400000	-4.500000	-0.326835	-0.294225
 7.400000	-4.400000	-0.323415	-0.308031
 7.400000	-4.300000	-0.324137	-0.326311
 7.400000	-4.200000	-0.326059	-0.333836
 7.400000	-4.100000	-0.324232	-0.351132
 7.400000	-4.000000	-0.321191	-0.364816
 7.400000	-3.900000	-0.319976	-0.378208
 7.400000	-3.800000	-0.317097	-0.391477
 7.400000	-3.700000	-0.315682	-0.404651
 7.400000	-3.600000	-0.311664	-0.422289
 7.400000	-3.500000	-0.308752	-0.434392
 7.400000	-3.400000	-0.309461	-0.446910
 7.400000	-3.300000	-0.306283	-0.460087
 7.400000	-3.200000	-0.303527	-0.471699
 7.400000	-3.100000	-0.298391	-0.487066
 7.400000	-3.000000	-0.290093	-0.505881
 7.400000	-2.900000	-0.284776	-0.520788
 7.400000	-2.800000	-0.281311	-0.528938
 7.400000	-2.700000	-0.273597	-0.545109
 7.400000	-2.600000	-0.266859	-0.558047
 7.400000	-2.500000	-0.259250	-0.574081
 7.400000	-2.400000	-0.255727	-0.581670
 7.400000	-2.300000	-0.243344	-0.592674
 7.400000	-2.200000	-0.239286	-0.605218
 7.400000	-2.100000	-0.229577	-0.615288
 7.400000	-2.000000	-0.221629	-0.624608
 7.400000	-1.900000	-0.209973	-0.633664
 7.400000	-1.800000	-0.202225	-0.646974
 7.400000	-1.700000	-0.191776	-0.654349
 7.400000	-1.600000	-0.179077	-0.661582
 7.400000	-1.500000	-0.169862	-0.671240
 7.400000	-1.400000	-0.162058	-0.677827
 7.400000	-1.300000	-0.152158	-0.685817
 7.400000	-1.200000	-0.138625	-0.692109
 7.400000	-1.100000	-0.129933	-0.699811
 7.400000	-1.000000	-0.119266	-0.702353
 7.400000	-0.900000	-0.107384	-0.711529
 7.400000	-0.800000	-0.096007	-0.712834
 7.400000	-0.700000	-0.083390	-0.722388
 7.400000	-0.600000	-0.071228	-0.722278
 7.400000	-0.500000	-0.060972	-0.727121
 7.400000	-0.400000	-0.049066	-0.728838
 7.400000	-0.300000	-0.033905	-0.729529
 7.400000	-0.200000	-0.024401	-0.731887
 7.400000	-0.100000	-0.012488	-0.731789
 7.400000	-0.000000	 0.001785	-0.732805
 7.400000	 0.100000	 0.012108	-0.732507
 7.400000	 0.200000	 0.021506	-0.729602
 7.400000	 0.300000	 0.033741	-0.733022
 7.400000	 0.400000	 0.049354	-0.730823
 7.400000	 0.500000	 0.059386	-0.728122
 7.400000	 0.600000	 0.072744	-0.725866
 7.400000	 0.700000	 0.080880	-0.721786
 7.400000	 0.800000	 0.099058	-0.719733
 7.400000	 0.900000	 0.108533	-0.709486
 7.400000	 1.000000	 0.119302	-0.704645
 7.400000	 1.100000	 0.128471	-0.699136
 7.400000	 1.200000	 0.140365	-0.695606
 7.400000	 1.300000	 0.150393	-0.687663
 7.400000	 1.400000	 0.164017	-0.681661
 7.400000	 1.500000	 0.171665	-0.671915
 7.400000	 1.600000	 0.182112	-0.662993
 7.400000	 1.700000	 0.194923	-0.653824
 7.400000	 1.800000	 0.200121	-0.648341
 7.400000	 1.900000	 0.209687	-0.637306
 7.400000	 2.000000	 0.222476	-0.625797
 7.400000	 2.100000	 0.224204	-0.613878
 7.400000	 2.200000	 0.238183	-0.603210
 7.400000	 2.300000	 0.246176	-0.589351
 7.400000	 2.400000	 0.251291	-0.581475
 7.400000	 2.500000	 0.259745	-0.570118
 7.400000	 2.600000	 0.269716	-0.554867
 7.400000	 2.700000	 0.275607	-0.540797
 7.400000	 2.800000	 0.279592	-0.531979
 7.400000	 2.900000	 0.285917	-0.520318
 7.400000	 3.000000	 0.289723	-0.500587
 7.400000	 3.100000	 0.299297	-0.489360
 7.400000	 3.200000	 0.298412	-0.476658
 7.400000	 3.300000	 0.302378	-0.460785
 7.400000	 3.400000	 0.307222	-0.446366
 7.400000	 3.500000	 0.310188	-0.434437
 7.400000	 3.600000	 0.310699	-0.419921
 7.400000	 3.700000	 0.316454	-0.403983
 7.400000	 3.800000	 0.320951	-0.392468
 7.400000	 3.900000	 0.321277	-0.375474
 7.400000	 4.000000	 0.322555	-0.362774
 7.400000	 4.100000	 0.325242	-0.348126
 7.400000	 4.200000	 0.327957	-0.336147
 7.400000	 4.300000	 0.327087	-0.322345
 7.400000	 4.400000	 0.329303	-0.308559
 7.400000	 4.500000	 0.324239	-0.296614
 7.400000	 4.600000	 0.327218	-0.283011
 7.400000	 4.700000	 0.329756	-0.269327
 7.400000	 4.800000	 0.326786	-0.255139
 7.400000	 4.900000	 0.327251	-0.245803
 7.400000	 5.000000	 0.328424	-0.229731
 7.400000	 5.100000	 0.323257	-0.218407
 7.400000	 5.200000	 0.325277	-0.206361
 7.400000	 5.300000	 0.322059	-0.192449
 7.400000	 5.400000	 0.323740	-0.176862
 7.400000	 5.500000	 0.323109	-0.168349
 7.400000	 5.600000	 0.320558	-0.155605
 7.400000	 5.700000	 0.322346	-0.145856
 7.400000	 5.800000	 0.321139	-0.135107
 7.400000	 5.900000	 0.322337	-0.123819
 7.400000	 6.000000	 0.319807	-0.112082
 7.500000	-6.000000	-0.308969	-0.114826
 7.500000	-5.900000	-0.307481	-0.120060
 7.500000	-5.800000	-0.309590	-0.131957
 7.500000	-5.700000	-0.311479	-0.144275
 7.500000	-5.600000	-0.307866	-0.157280
 7.500000	-5.500000	-0.309670	-0.169834
 7.500000	-5.400000	-0.315085	-0.181802
 7.500000	-5.300000	-0.309925	-0.194938
 7.500000	-5.200000	-0.312310	-0.203655
 7.500000	-5.100000	-0.313134	-0.221452
 7.500000	-5.000000	-0.310794	-0.231585
 7.500000	-4.900000	-0.309539	-0.242430
 7.500000	-4.800000	-0.315311	-0.255743
 7.500000	-4.700000	-0.313925	-0.268548
 7.500000	-4.600000	-0.310423	-0.281388
 7.500000	-4.500000	-0.312849	-0.294385
 7.500000	-4.400000	-0.312909	-0.307418
 7.500000	-4.300000	-0.312082	-0.321652
 7.500000	-4.200000	-0.310297	-0.338052
 7.500000	-4.100000	-0.310021	-0.350708
 7.500000	-4.000000	-0.309796	-0.364571
 7.500000	-3.900000	-0.305302	-0.377996
 7.500000	-3.800000	-0.304036	-0.389981
 7.500000	-3.700000	-0.301148	-0.406179
 7.500000	-3.600000	-0.298569	-0.418902
 7.500000	-3.500000	-0.295819	-0.428820
 7.500000	-3.400000	-0.293719	-0.446199
 7.500000	-3.300000	-0.289723	-0.458451
 7.500000	-3.200000	-0.286886	-0.468367
 7.500000	-3.100000	-0.281880	-0.485955
 7.500000	-3.000000	-0.277905	-0.503090
 7.500000	-2.900000	-0.269470	-0.510752
 7.500000	-2.800000	-0.265715	-0.523726
 7.500000	-2.700000	-0.261332	-0.536414
 7.500000	-2.600000	-0.257720	-0.551259
 7.500000	-2.500000	-0.249764	-0.559549
 7.500000	-2.400000	-0.246123	-0.575273
 7.500000	-2.300000	-0.236386	-0.586361
 7.500000	-2.200000	-0.227928	-0.596087
 7.500000	-2.100000	-0.220237	-0.605804
 7.500000	-2.000000	-0.208949	-0.618158
 7.500000	-1.900000	-0.201832	-0.626003
 7.500000	-1.800000	-0.196701	-0.635755
 7.500000	-1.700000	-0.185947	-0.647860
 7.500000	-1.600000	-0.172572	-0.655215
 7.500000	-1.500000	-0.163707	-0.663274
 7.500000	-1.400000	-0.152030	-0.672438
 7.500000	-1.300000	-0.144955	-0.678071
 7.500000	-1.200000	-0.131597	-0.684101
 7.500000	-1.100000	-0.123590	-0.690510
 7.500000	-1.000000	-0.115118	-0.693429
 7.500000	-0.900000	-0.101888	-0.699508
 7.500000	-0.800000	-0.090190	-0.706204
 7.500000	-0.700000	-0.081743	-0.709826
 7.500000	-0.600000	-0.071030	-0.712486
 7.500000	-0.500000	-0.056498	-0.715907
 7.500000	-0.400000	-0.045667	-0.716403
 7.500000	-0.300000	-0.034901	-0.721778
 7.500000	-0.200000	-0.023720	-0.720169
 7.500000	-0.100000	-0.010733	-0.719519
 7.500000	-0.000000	-0.002907	-0.724955
 7.500000	 0.100000	 0.010144	-0.720645
 7.500000	 0.200000	 0.020548	-0.724720
 7.500000	 0.300000	 0.036545	-0.717950
 7.500000	 0.400000	 0.048907	-0.720159
 7.500000	 0.500000	 0.059837	-0.717070
 7.500000	 0.600000	 0.069435	-0.711793
 7.500000	 0.700000	 0.079728	-0.708409
 7.500000	 0.800000	 0.092187	-0.703318
 7.500000	 0.900000	 0.100993	-0.701057
 7.500000	 1.000000	 0.113635	-0.696890
 7.500000	 1.100000	 0.126484	-0.691580
 7.500000	 1.200000	 0.133409	-0.685837
 7.500000	 1.300000	 0.144996	-0.675547
 7.500000	 1.400000	 0.154713	-0.669704
 7.500000	 1.500000	 0.161028	-0.660377
 7.500000	 1.600000	 0.171969	-0.650207
 7.500000	 1.700000	 0.182817	-0.645590
 7.500000	 1.800000	 0.190315	-0.635739
 7.500000	 1.900000	 0.201476	-0.627314
 7.500000	 2.000000	 0.207192	-0.617887
 7.500000	 2.100000	 0.218768	-0.606160
 7.500000	 2.200000	 0.223675	-0.594837
 7.500000	 2.300000	 0.234453	-0.586510
 7.500000	 2.400000	 0.241644	-0.575334
 7.500000	 2.500000	 0.246473	-0.565864
 7.500000	 2.600000	 0.255731	-0.551081
 7.500000	 2.700000	 0.262779	-0.532584
 7.500000	 2.800000	 0.268020	-0.521952
 7.500000	 2.900000	 0.268920	-0.511949
 7.500000	 3.000000	 0.273715	-0.499071
 7.500000	 3.100000	 0.282783	-0.488491
 7.500000	 3.200000	 0.286128	-0.474365
 7.500000	 3.300000	 0.292486	-0.455506
 7.500000	 3.400000	 0.292734	-0.442788
 7.500000	 3.500000	 0.298649	-0.430891
 7.500000	 3.600000	 0.298336	-0.419031
 7.500000	 3.700000	 0.302320	-0.402967
 7.500000	 3.800000	 0.303194	-0.387236
 7.500000	 3.900000	 0.309174	-0.375787
 7.500000	 4.000000	 0.308735	-0.364693
 7.500000	 4.100000	 0.314903	-0.349397
 7.500000	 4.200000	 0.311114	-0.335869
 7.500000	 4.300000	 0.311447	-0.321481
 7.500000	 4.400000	 0.310382	-0.308265
 7.500000	 4.500000	 0.316061	-0.294239
 7.500000	 4.600000	 0.313277	-0.282547
 7.500000	 4.700000	 0.313349	-0.270623
 7.500000	 4.800000	 0.312941	-0.256172
 7.500000	 4.900000	 0.311419	-0.242737
 7.500000	 5.000000	 0.312232	-0.231559
 7.500000	 5.100000	 0.312699	-0.219313
 7.500000	 5.200000	 0.310970	-0.205246
 7.500000	 5.300000	 0.309877	-0.193343
 7.500000	 5.400000	 0.311786	-0.183555
 7.500000	 5.500000	 0.309145	-0.170617
 7.500000	 5.600000	 0.308365	-0.157561
 7.500000	 5.700000	 0.309107	-0.147468
 7.500000	 5.800000	 0.308648	-0.132933
 7.500000	 5.900000	 0.309130	-0.122632
 7.500000	 6.000000	 0.308344	-0.111369
 7.600000	-6.000000	-0.298724	-0.112591
 7.600000	-5.900000	-0.294717	-0.123953
 7.600000	-5.800000	-0.298363	-0.133174
 7.600000	-5.700000	-0.299045	-0.147990
 7.600000	-5.600000	-0.296610	-0.162532
 7.600000	-5.500000	-0.297669	-0.169397
 7.600000	-5.400000	-0.302247	-0.180091
 7.600000	-5.300000	-0.297643	-0.193688
 7.600000	-5.200000	-0.299707	-0.208916
 7.600000	-5.100000	-0.301945	-0.217778
 7.600000	-5.000000	-0.301647	-0.227853
 7.600000	-4.900000	-0.301254	-0.244949
 7.600000	-4.800000	-0.300904	-0.255392
 7.600000	-4.700000	-0.299683	-0.269424
 7.600000	-4.600000	-0.301904	-0.283108
 7.600000	-4.500000	-0.301441	-0.291919
 7.600000	-4.400000	-0.299833	-0.307684
 7.600000	-4.300000	-0.297129	-0.322699
 7.600000	-4.200000	-0.295085	-0.334411
 7.600000	-4.100000	-0.296110	-0.347606
 7.600000	-4.000000	-0.294298	-0.357849
 7.600000	-3.900000	-0.296469	-0.375041
 7.600000	-3.800000	-0.289751	-0.388823
 7.600000	-3.700000	-0.287445	-0.400229
 7.600000	-3.600000	-0.287119	-0.412315
 7.600000	-3.500000	-0.283506	-0.427342
 7.600000	-3.400000	-0.278958	-0.438356
 7.600000	-3.300000	-0.277579	-0.454675
 7.600000	-3.200000	-0.272126	-0.473895
 7.600000	-3.100000	-0.267491	-0.480715
 7.600000	-3.000000	-0.264242	-0.493431
 7.600000	-2.900000	-0.258898	-0.508049
 7.600000	-2.800000	-0.253764	-0.518892
 7.600000	-2.700000	-0.250570	-0.530756
 7.600000	-2.600000	-0.238979	-0.541250
 7.600000	-2.500000	-0.236274	-0.556613
 7.600000	-2.400000	-0.229685	-0.565101
 7.600000	-2.300000	-0.222360	-0.576532
 7.600000	-2.200000	-0.216535	-0.588058
 7.600000	-2.100000	-0.208743	-0.597047
 7.600000	-2.000000	-0.199008	-0.608283
 7.600000	-1.900000	-0.192635	-0.620695
 7.600000	-1.800000	-0.185188	-0.628172
 7.600000	-1.700000	-0.174477	-0.638601
 7.600000	-1.600000	-0.165877	-0.642353
 7.600000	-1.500000	-0.155890	-0.653557
 7.600000	-1.400000	-0.148185	-0.661174
 7.600000	-1.300000	-0.136897	-0.668145
 7.600000	-1.200000	-0.127731	-0.674859
 7.600000	-1.100000	-0.117507	-0.679369
 7.600000	-1.000000	-0.106561	-0.683300
 7.600000	-0.900000	-0.096893	-0.691210
 7.600000	-0.800000	-0.084928	-0.692688
 7.600000	-0.700000	-0.076278	-0.697827
 7.600000	-0.600000	-0.067056	-0.700591
 7.600000	-0.500000	-0.055162	-0.703115
 7.600000	-0.400000	-0.044706	-0.708555
 7.600000	-0.300000	-0.035179	-0.710368
 7.600000	-0.200000	-0.024363	-0.711559
 7.600000	-0.100000	-0.011626	-0.712219
 7.600000	-0.000000	 0.000552	-0.710413
 7.600000	 0.100000	 0.009917	-0.709981
 7.600000	 0.200000	 0.022063	-0.708567
 7.600000	 0.300000	 0.030962	-0.707714
 7.600000	 0.400000	 0.044862	-0.707935
 7.600000	 0.500000	 0.053714	-0.703883
 7.600000	 0.600000	 0.064641	-0.700046
 7.600000	 0.700000	 0.075100	-0.697587
 7.600000	 0.800000	 0.087974	-0.696840
 7.600000	 0.900000	 0.097927	-0.688473
 7.600000	 1.000000	 0.111201	-0.687336
 7.600000	 1.100000	 0.118595	-0.679192
 7.600000	 1.200000	 0.127014	-0.675236
 7.600000	 1.300000	 0.136097	-0.665935
 7.600000	 1.400000	 0.146128	-0.663453
 7.600000	 1.500000	 0.154376	-0.653566
 7.600000	 1.600000	 0.162679	-0.643552
 7.600000	 1.700000	 0.174216	-0.633629
 7.600000	 1.800000	 0.185443	-0.628729
 7.600000	 1.900000	 0.191150	-0.618163
 7.600000	 2.000000	 0.199186	-0.608212
 7.600000	 2.100000	 0.211059	-0.598298
 7.600000	 2.200000	 0.214518	-0.586888
 7.600000	 2.300000	 0.221166	-0.576587
 7.600000	 2.400000	 0.226288	-0.568483
 7.600000	 2.500000	 0.235104	-0.557476
 7.600000	 2.600000	 0.241032	-0.541308
 7.600000	 2.700000	 0.246193	-0.529987
 7.600000	 2.800000	 0.254605	-0.520091
 7.600000	 2.900000	 0.255851	-0.506813
 7.600000	 3.000000	 0.266656	-0.492044
 7.600000	 3.100000	 0.268502	-0.484081
 7.600000	 3.200000	 0.269907	-0.467932
 7.600000	 3.300000	 0.278101	-0.453289
 7.600000	 3.400000	 0.278875	-0.441331
 7.600000	 3.500000	 0.284893	-0.429803
 7.600000	 3.600000	 0.287278	-0.417076
 7.600000	 3.700000	 0.290459	-0.401418
 7.600000	 3.800000	 0.289628	-0.389452
 7.600000	 3.900000	 0.293269	-0.371367
 7.600000	 4.000000	 0.294778	-0.361258
 7.600000	 4.100000	 0.294850	-0.347443
 7.600000	 4.200000	 0.297758	-0.333918
 7.600000	 4.300000	 0.297347	-0.320532
 7.600000	 4.400000	 0.299542	-0.305847
 7.600000	 4.500000	 0.301444	-0.293223
 7.600000	 4.600000	 0.303369	-0.281665
 7.600000	 4.700000	 0.300668	-0.270892
 7.600000	 4.800000	 0.299631	-0.256771
 7.600000	 4.900000	 0.301976	-0.245334
 7.600000	 5.000000	 0.298303	-0.234642
 7.600000	 5.100000	 0.301244	-0.218061
 7.600000	 5.200000	 0.300663	-0.205189
 7.600000	 5.300000	 0.302309	-0.195776
 7.600000	 5.400000	 0.299449	-0.179098
 7.600000	 5.500000	 0.297527	-0.173152
 7.600000	 5.600000	 0.301395	-0.158668
 7.600000	 5.700000	 0.298580	-0.147902
 7.600000	 5.800000	 0.294810	-0.134963
 7.600000	 5.900000	 0.296624	-0.120587
 7.600000	 6.000000	 0.297825	-0.112508
 7.700000	-6.000000	-0.283480	-0.110495
 7.700000	-5.900000	-0.282427	-0.124124
 7.700000	-5.800000	-0.283963	-0.137853
 7.700000	-5.700000	-0.286872	-0.146874
 7.700000	-5.600000	-0.285068	-0.156728
 7.700000	-5.500000	-0.284615	-0.172625
 7.700000	-5.400000	-0.287215	-0.180799
 7.700000	-5.300000	-0.287263	-0.195193
 7.700000	-5.200000	-0.286781	-0.206871
 7.700000	-5.100000	-0.286427	-0.218422
 7.700000	-5.000000	-0.287972	-0.228750
 7.700000	-4.900000	-0.288870	-0.242414
 7.700000	-4.800000	-0.291351	-0.256413
 7.700000	-4.700000	-0.288241	-0.269015
 7.700000	-4.600000	-0.285131	-0.282774
 7.700000	-4.500000	-0.287301	-0.294278
 7.700000	-4.400000	-0.285904	-0.311613
 7.700000	-4.300000	-0.284421	-0.319157
 7.700000	-4.200000	-0.284009	-0.331191
 7.700000	-4.100000	-0.285234	-0.347854
 7.700000	-4.000000	-0.275883	-0.358940
 7.700000	-3.900000	-0.279953	-0.368354
 7.700000	-3.800000	-0.280349	-0.385926
 7.700000	-3.700000	-0.278721	-0.397370
 7.700000	-3.600000	-0.271665	-0.410872
